,id,normalize
33,1186732365852401664, nós deputados favoráveis ao indiciamento de lula e dilma entregaremos o resultado de nossas investigações à pgr não ter rel…
34,1186722802537259010,a cpi do bndes aprovou o relatório sem indiciamento de lula e dilmaainda falta a votação dos destaques 3 deles pedem a volta dos petistas ao relatórioconvenhamos dá pra falar de maracutaia no bndes sem citar pt lula e dilma
35,1186449100482502656, debate sobre candidaturas avulsas mudança de partido expulsão com ⁦ e michel bertoni ⁦
36,1186423258968662024,a entrou na justiça para derrubar a página de humor tabata amaral ancap do faceboka página era ótima e tinha 10 mil seguidores mas já está fora do aré o politicamente correto e a caçada contra o humor que infelizmente estamos tão habituados
37,1186417824060923904,notempodolula mensalão petrolão bndes financiando ditaduras triplex no guarujá sítio de atibaia indicação de advogado para o stf escândalo dos correiossigo esperando a esquerda citar isso também
38,1186367910979223553, hoje e no na que começa às 19 horas acompanhe htps…
39,1186361017871327233,pra onde foi a grana do bndes1 – angola 163 bilhões2 – venezuela 138 bilhões3 – rep dominicana 107 bilhões4 – argentina 85 bilhões5 – cuba 35 bilhõesdinheiro dos pagadores de impostos brasileiro que poderia ter ido pra educação saúde ou segurança
40,1185315013537472513,após mudar portaria para que  membros pudessem viajar em classe executiva o presidente do cjf vou à alemanha com ministros do stj e não divulgou os gastos e a quantidade de autoridades que tiveram bilhete executivotodo dia o judiciário dando um tapa na cara do brasileiro
41,1185307679314661376,segundo a pesquisa da fsb 70 dos brasileiros apoiam a prisão em 2ª instânciaalô stf nas instâncias superiores não se analisam provas e fatos somente questões processuaismudar o entendimento sobre isso é fazer um afago à corrupção e aos crimes de colarinhobranco
42,1185278512397193226, assassina da enteada livre no dia das crianças judiciário pedindo r 2 milhões pra fazer um museu do stf político do mdb virando líder do governo no congressoessas coisas aconteceram essa semana e no último ano e 10 anos atráso brasil precisa mudar urgente
43,1186696804638822400, escória da escória
44,1186696012720693249, o canal está cquase 11700 inscritos tem 270 milhões de views globais e mais de 13 milhões de views mensais faço conteúd…
45,1186695329816760322,ignóbil é quem vota no hadad pela democracia vira vegano para disfarçar a falência e chora de cócoras no chuveiro quando vê que o irmão ganha mais grana que ele 
46,1186612368354217984,ô joicê vem cá 
47,1185173957055537152,lula não será preso nunca mais 
48,1184856840850563074, shoping joão pessoa livraria santos
49,1184855227532492801,até amanhã 
50,1184834365060239363,boa em breve no canal 
51,1184477680156184577, informante da kgb contratado da cn vendido pra esquerda traidor da pátria amigo de frota agora participante do mbl o que mais falta a verdade é uma só e ela incomoda muita gente
52,1184471582065987587,por que fui desconvidado do cpac 
53,1184307988137463809, nando obrigado pelo apoio não ficará impune uma denunciação caluniosa como essa meus extratos bancários estão à dispo…
54,1184249117314310145,falei a pouco com o o que estão fazendo com ele é uma tremenda canalhice eu sei quem é o cara que fez isso e a razão de fazer essa vingança o gil vai abrir todas as contas dele para todo mundo ver
55,1184055541267611654, se unir para ajudar o stf e esvaziar a manifestação pela lavatogapensa seu moleque pensa
56,1184055281094987778, pois é
57,1184054118610018304, peço perdão nunca mais indico um petista para a pgr
58,1184052346336223232, que merda que eu fizsancionei financiamento de advogado com fundo partidário
59,1187118666896334848,no rio de janeiro um deputado tenta proibir a venda de margarina no estadoa falta de senso de prioridade e a crença de que o cidadão não tem responsabilidade para ter liberdade ainda dominam parte da política
60,1187110495540731909, faz sentido 
61,1187106799234813953,o brasileiro quer sair na rua sem medo quer ver os corruptos condenados presos quer viver em um país seguro⠀não há mais espaço para impunidade no brasil a sociedade não quer mais ser vitima⠀por isso o novo defende a prisão em segunda instância⠀prisãoem2ainstânciasim 
62,1187072158268362752,nova previdência aprovada no senado não podemos nos desmobilizar ainda há um longo caminho para a aprovação da reforma da previdência dos estados municípios e dos militares o novo seguirá trabalhando por um sistema previdenciário justo e sustentável
63,1187039008913793024,queremos um brasil sem impunidade e rever a prisão em segunda instância é um passo na direção opostao brasil não pode andar para trás
64,1187037429238251521, 35 milhões de brasileiros sem acesso a água tratada metade da população sem coleta de esgoto do que é coletado só 45…
65,1187027689464631296,pessoal este sábado teremos o 5° encontro nacional do novo restam poucas vagas inscrevase em 
66,1186775297833742337,nova previdência aprovada no plenário do senado falta pouco para colocarmos em prática um sistema previdenciário mais justo e sustentávelagora serão votados os destaques temos que continuar nos mobilizando para evitar que o projeto seja desidratado e conceda novos privilégios
67,1186735205060661248,nem jatinhos e nem classe executiva aqueles que servem à população não devem ter privilegios pagos pelo cidadão
68,1186704214573158402,parabéns para os voluntários do nordeste que estão dando um exemplo de cidadania e limpando as áreas atingidas com as próprias mãos antes mesmo do governo federal tomar as iniciativas necessárias é saindo da indignação para a ação que construiremos o brasil que queremos
69,1186691760048803840,parabéns aos nosso deputados e por representarem a população que não aguenta mais a impunidade e votarem contra este absurdo
70,1186690099993567233,infelizmente a impunidade venceu hoje o plenário da alerj votou pela liberação de 5 deputados presos pela lava jato a bancada do novo votou contrafica claro mais uma vez que ainda precisamos continuar renovando a política e nos mobilizando para apoiar a lava jato
71,1186363768508485632,o texto que escrevi há exatamente um ano permanece atual somos todos responsáveis pela construção do brasil que queremos
72,1186288062139195392,se você acredita que pode assumir este protagonismo se inscreva no nosso processo seletivo em 
73,1186288060385943555,se você tem um amigo familiar vizinho ou pessoa que admira e que seria ideal para gerir o seu município converse com ela
74,1186288058448125954,estamos chegando no prazo final para o processo seletivo do novo para prefeituras 2020 faltam 10 dias⠀
75,1186288052337033217,o processo seletivo do novo para prefeituras 2020 foi aberto em 68 municípios um salto enorme em relação à nossa primeira eleição municipal em 2016 quando abrimos processo seletivo para prefeitura em 5 capitais⠀ 
76,1185987453481607169,além disso todos realizaram processo seletivo para formar suas equipes com base em critérios técnicos e não por indicação políticacom um time competente e íntegro é possível fazer mais com menos
77,1185987451346739201,o novo trabalha por um brasil onde o estado não pese tanto no bolso do cidadão acreditamos que os políticos devem dar o exemplo por isso nossos mandatários abriram mão de todos os privilégios e estão entre os parlamentares que mais economizam o dinheiro do cidadão 
78,1187380770136100865, o mbl sempre repudiou essas práticas e vem dando exemplo por onde passa é o deputado est que mais economiza…
79,1187380764201099265, o áudio do queiroz revelado hoje tem uma verdade há uma infinidade de cargos com supersalários nas casas legislativas do país…
80,1187121495056769030,obstrução total a favor de quem trabalhahoje na câmara municipal obstruí a tramitação do pl que quer acabar com os aps de transporte na cidade de são paulono fim conseguimos suspender a tramitação e alcançamos mais apoio mas a luta continua 
81,1187119188328026114,após forte pressão dos motoristas de aplicativo e articulação que fizemos com outros vereadores da câmara municipal conseguimos suspender a tramitação do projeto que pretende acabar com os aps na cidade de são pauloimportante vitória mas a luta continua 
82,1187086886034124802, sessaoplenaria se posicionando contra o pl 4192018 que regulamenta o serviço remunerado de transporte de passageiros…
83,1187083766017265666,uma boa notícia para o tão degradado centro de são paulo que a obra traga um novo tempo para a região
84,1187046465039978496,um dos projetos que está na pauta de votação da câmara de sp hoje é o pl 41918 que inviabiliza os aps de transporte em são paulo vamos lutar até o fim para que este projeto seja rejeitado 
85,1187006902544322561,em são paulo somente o aplicativo uber tem mais de 20 mil motoristas parceiros e atende a mais de 6 milhões de usuário no estado paga quase 25 milhões em impostosquerem votar hoje em sp o pl 41918 que limitaria o número de veículos de aps e inviabilizaria o serviço
86,1187006214842044418,outros efeitos colaterais caso esse pl seja aprovado 19 milhão de usuários deixarão de ser atendidos por mês e o município perderia 109 milhões de receita por ano iss e preço públicohoje farei de tudo para barrar esse projeto inconstitucional nefasto e corporativista
87,1187006213785030657,estão tentando pautar para que seja votado na câmara de sp o pl 41918 que limita o número de veículos de ap a mesma quantidade de alvarás de táxi isso retiraria 70 dos motoristas de circulação esse é o pl do desemprego
88,1187005253738217473, 🚨amasp🚨a associação de motorista amasp foi ontem até a câmara em busca de apoio de vereadoreslembrese desses ve…
89,1186403741676781571,comunicado de licença para exercer missão temporária nos estados unidos da américa 
90,1185693988742979584, o v congresso nacional do será o maior evento político dos últimos tempos e já tem data local e diversos nomes confi…
91,1185612749541466112,correção orçamento para 2020
92,1185007585180766208,a anistia concedida a 750 mil imóveis em sp é um dos primeiros passos para a justiça tributária na cidade agora só resta corrigir os tributos escorchantes que a prefeitura cobra dos demais proprietários
93,1185007582789935105,assim como relógios parados acertam as horas duas vezes ao dia a gestão covas também faz algo útil para a população de tempos em tempos 
94,1184976246360416256, tive fome e me deste de comer tive sede e me deste de beber mt 2535 peçamos hoje a graça da compaixão a capacidade…
95,1187364088415961089, detalhe o áudio de depois do caso explodir normal né nada pra ver aqui circulando …
96,1187347877607149568, desculpa zuar um fake que fica defendendo rola de político aliás desculpe tb zuar as rolar q vc chupa kk
97,1187138792223887360, expectativa defesa dos valores da família e da civilização ocidental realidade defesa de rola de marmanjo numa tentat…
98,1187138398085103619, bacana a iniciativaresta saber se pra atingir a cota a ideia é proibir um percentual de homens ou levar algumas mulheres…
99,1187130518464282627, obrigado ao público pela excelente audiência e obrigado a toda equipe do programa pelos excelentes programas sem vocês…
100,1187122195220303872, essa imagem é real 
101,1187082273969115136, o cara ta defendendo ate o pinto dos bolsonaroahiajqiahqhauqhsuehajehqidhwiahejqhshiqjehjwksheiahsh2jwkqjdheiahehqhehqhshehqh…
102,1187081238185697280, uncharted
103,1187070192356073473, expectativa “aqui é templário é vaporwave porra é pura testosterona chora isentão”realidade “a piroquinha do me…
104,1187044476390428672,obrigado ao público pela excelente audiência e obrigado a toda equipe do programa pelos excelentes programas sem vocês eu não poderia dizer que hoje de noite tem mais the noite  
105,1187034431820849153, que fim triste para os vaporwaves de templários a defensores de rola de político
106,1172167658911010819, pslnascomissões  uma quartafeira de vitórias graças ao excelente desempenho dos parlamentares do pslnacâmara em 5 comi…
107,1171535525087518720,almoço da bancada do psl com os ministros general ramos secretaria de governo marcos pontes ciência e tecnologia e gustavo canuto desenvolvimento regional 
108,1168290340664745985,semanadapatria 
109,1166041404298137601,todo dia é 17 filiese ao psl  
110,1165795398981738497,caruaru  pe 🇧🇷 
111,1165676310137585664,psl debate cpi das ongs 
112,1164960733676920833,filiese ao psl 🇧🇷 
113,1164588588551593985,o presidente nacional do psl deputado luciano bivar recebeu o viceministro do departamento internacional do comitê central do partido do governo da china li jun acompanhado pelo embaixador da china no brasil yang wanming e comitiva na sede do psl em brasília 
114,1164539821148332032,o presidente do psl deputado luciano bivar com o embaixador da china yang wanming acertando os detalhes para a reunião dos partidos políticos dos brics grupo formado por brasil rússia índia china e áfrica do sul que será organizada em outubro pelo psl 
115,1164530246730833921,pernambuco 🇧🇷 sucesso 
116,1164191413506052096,evento de filiação psl  pará 🇧🇷 
117,1163996415284174848,evento de filiação psl  campo grande ms🇧🇷 
118,1187011629952720900, 250 milhões de dólares  r 1 bilhão de reais para o programa de serviços de saneamento e preservação da água para abastecimento na região metropolitana de são paulo
119,1187011628656713728, 60 milhões de dólares  r 240 milhões para o programa de desenvolvimento urbano e social do município de jacarei produs  30 milhões de dólares r 12 bilhão de reais para o programa de despoluição do rio tiete etapa iv
120,1187011627440312322,garantindo os seguintes benefícios para o estado 296 milhões de dólares r 184 bilhão para implantação da linha 17 – ouro monotrilho 87120 milhões de dólares r 3485 milhões para o “programa de apoio a gestão e interligação dos fiscos no brasil” profisco i sp
121,1187011624043008001,uma vitória para o estado apesar da falta de consideração e do empenho do governo de são paulograças a minha luta no senado consegui a garantia de aprovação de 1 bilhão de dólares aproximadamente 4 bilhões de reais para o estado de são paulo em empréstimos internacionais 
122,1187010365319798787,garantindo os seguintes benefícios para o estado 296 milhões de dólares r 184 bilhão para implantação da linha 17 – ouro monotrilho 87120 milhões de dólares r 3485 milhões para o “programa de apoio a gestão e interligação dos fiscos no brasil” profisco i sp
123,1187005543749214209,🇧🇷 🇧🇷 
124,1186810020983386112,já no meu primeiro mês de mandato apresentei projeto que acaba com esa vergonhavocê me apoia nesa luta 
125,1186768561446047745,vamos aprovar a reforma da previdência ese será o primeiro paso para o brasil voltar a crescer parabéns pr bolsonaro e min guedeslutemos também pela reforma tributária pacote anticrime cpi lava togas e combate à corupção doa a quem doer íntegra 
126,1186738743518085120,o brasil vai voltar a crescer hoje vamos aprovar a reforma da previdência já tivemos diminuição no indice de criminalidade os investimentos estão voltando não adianta torcerem contra com bolsonaro o brasil já deu ceo 🇧🇷 🇧🇷 
127,1186713937154367490,será que ele pensa que os paulistas não tem memória o fato de ter sido traído por doria não justifica todo o mal que feznão passará de 4 de novo
128,1186655281217974275,verdadeiro exemplo de respeito e inclusão parabéns a todos os envolvidos
129,1184826245260959750, e aqui no nosso país querem acabar com a prisão em segunda instância parece que querem uma cultura de impunidade isso é…
130,1184825930755297284, a senadmjsp intensificou as vendas em leilões de bens sequestrados ou confiscados do tráfico de drogasmesmo antes do último…
131,1184547071141044228,é amanhãpela primeira vez a cj estará em cianorteprprecisamos nos aproximar ouvir vocês e realizar demandas faça parte da audiência pública da cj do paranáquintafeira 17 às 19h na câmara municipal de cianorte av santa catarina n° 621  centroesperamos vocês 
132,1184532438543982592, após uma batalha regimental que durou horas a relatora da pec da prisão em 2ª instância está finalmente lendo seu pare…
133,1184471479691427841,projeto prioriza cirurgia plástica reparadora pelo sus em mulheres vítimas de violênciasaiba mais em 
134,1184273931643035649,kk parem de gritar curitiba delegadofrancischini felipefrancischini 
135,1184153437258371072,e mais uma vez o ministro sergio moro é aplaudido de péassista a palestra que moro fez ontem na sede da fiesp em são paulo pacoteanticrime pacoteanticrimemoroassistam 
136,1184128927872225288, continuo firme em meu propósito sofro pressão de diversas fontes ao mesmo tempo picuinhas e amadorismos não podem ser…
137,1184108589776035841,mais uma ação importantíssima e linda da provopar estadualoutubro mês de conscientização sobre o câncer de mama precisamos aderir à campanha até mesmo nós homens saiba como foi o evento 
138,1183900514561544192, urgente diante da pauta de julgamento do stf para esta próxima quinta decidi chamar uma reunião extraordinária da cj…
139,1183804831024254977,mais uma ação do provopar estadual parabéns a todos envolvidosoutubrorosa 
140,1183789704967327744,eu apoio o outubro rosa 
141,1183741988723712000,precisamos defender o pacote anticrime do ministro sergio morosaiba como foi o maior evento conservador do mundo 
142,1183168636426608641,boa noite amigos
143,1183138790996611077, francischini critica esquerda por defender o aborto 
144,1181936960119672833,dialética negativa uma bela bosta 
145,1181936959175958529,quem sustenta os isentões 
146,1181936845384491009,promoção livraria olavo  2 inéditos de 08 a 1 de outubro 
147,1181936715948269568,demônios no vaticano e a ira de deus 
148,1179863063882809350,abrindo o jogo com vocês 
149,1179863063123693568,o governo mais achincalhado da história 
150,1179863061978636290,o golpe contra bento xvi 
151,1179862903018721285,ministro barroso revela a face oculta do stf 
152,1179862901336748032,a agenda da onu e o sínodo da amazônia 
153,1179862522079449092,colombiana estigmatizada tem visão mística 
154,1179862442903588864,o reino dos analfabetos funcionais 
155,1177468104395223041,dossiê sobre o mbl 
156,1176152648036290560,entrevista ao filósofo americano steve turley – parte 1 
157,1176152555849695233,todo apoio ao bolsonaro 
158,1187342870782627841, o ganhador do prêmio nobel da paz kailash satyarthi acaba de chegar na sede da polícia federal em curitiba para visitar…
159,1187305883585433600, lava jato pede anulação de condenação de lula em ação do sítio de atibaia 
160,1187166338499907584, olha só  como eram feitos os disparos em massa de que adianta pedir pra operadoras as linhas das agências e d…
161,1186986876227465217,salescriminoso sem chefe por 6 meses departamento de emergências ambientais ganhou diretor 35 dias após crise das manchas começar  desastre ambiental petróleo nas praias do nordeste  g1 
162,1186962575625543681,entrevista que dei para uolfolha “ciro e doria terão dificuldades em 202 de se descolar daquilo que ajudaram a construir você não consegue ter identidade as pessoas começam a não ter segurança no que você de fato representa” 
163,1186723326913327111,uma carta aberta redigida por três expresidentes de cortes superiores de justiça europeias pede aos colegas do stf brasileiro que reflitam sobre os vícios dos processos iniciados contra lula justiça brasileira não terá credibilidade com lula preso” 
164,1186719165371080704,o descaso do governo com o meio ambiente atingiu proporções alarmantes“governo” bolsonaro só formalizou plano 41 dias após manchas aparecerem no nordeste  
165,1186021161626427409,nesta segunda entrevisto a antropóloga e historiadora lilia moritz schwarcz nós vamos falar sobre um tema bastante presente na vida dos brasileiros o autoritarismo acompanhe na altv e nas nossas redes sociais às 20h
166,1185899581944545280, assim como água e óleo não se misturam o povo nordestino não se liga ao fascismo da nova ordem bolsonarista essa brava gente…
167,1185522689508810752,não se perca1bolsonaro extinguiu comitês do plano de ação de incidentes com óleo2bolsonaro tentou comprar deputados diz líder do psl3justiça deixa prescrever processo contra edir macedo pronto para julgamento4 “juiz” moro ordenou busca e aprensão sem provocação do mp
168,1185502054497816576,justiça deixa prescrever processo contra edir macedo já pronto para julgamento edir macedo foi inicialmente denunciado sob a acusação de quatro crimes lavagem de dinheiro evasão de divisas associação criminosa e falsidade ideológica 
169,1185499412111466496,um inepto na presidência governo bolsonaro extinguiu comitês do plano de ação de incidentes com óleo 
170,1185490193358438400,minha coluna da semana sobre o sus a estratégia saúde da família e o mais médicos três grandes conquistas em risco 
171,1185306896619724802,temos um completo despreparado no comando omissão criminosao plano para conter derrames de petróleo que não foi acionado pelo governo federal para o nordeste  desastre ambiental petróleo nas praias do nordeste  g1 
172,1184783653076910080,não quero discussão sobre 2ª instância mas anulação do processo diz lula via 
173,1184776691597697029, pressão autoritária envergonha democracia papelão de novo age fora de sua atribuição constitucional é como as democ…
174,1184563902027386880, chocado não imaginava isso 
175,1187372403787272197,mesmo com os escândalos o miliciano queiroz segue em atividade junto à família bolsonaro enviou áudio dizendo que tem mais de 50 cargos na câmara e no senado 20 continho caía bem até hoje não compareceu para depor no mp e continua tranquilo no bairro do morumbi escárnio
176,1187355284307697664, o homem mais odiado pela extremadireita brasileira rasga o verbo numa entrevista exclusiva ao  saib…
177,1187117448379719681,cafecomboulos julgamento do stf sobre segunda instância saiba o que está em jogo 
178,1187114398072090625,cafecomboulos entenda o que significa o acordo de alcântara 
179,1187048640428285954,além disso a ampliação da base deve afetar comunidades quilombolas historicamente estabelecidas naquele território colocando centenas de famílias em risco de despejo é um acordo lesapátria e antipovo
180,1187048011844718592,o acordo prevê áreas restritas em que os brasileiros sequer poderão entrar não haverá nenhuma contrapartida de transferência de tecnologia aeroespacial para o brasil vale lembrar que a base está num dos melhores locais do mundo para lançamento de foguetes e satélites
181,1187047383265349632,a câmara aprovou na noite de ontem o acordo com os eua sobre a base de alcântara foram 329 votos lamentavelmente incluindo parlamentares da oposição pc do b pdt e psb o acordo fere a soberania nacional entregando parte do nosso território para controle norteamericano
182,1187023397106130944,lula prisão em 2ª instância alcântara e psl cafécomboulos
183,1186995300667404288,a militarização das escolas é a porta do atraso educação não combina com repressão
184,1186850619983683584, e vá preparando seu coração você que tanto quis pediu implorou será finalmente atendido esta semana tem 
185,1186791698090921985,senado aprovou agora a reforma da previdência por 60 votos a 19 chamando o ataque à aposentadoria de justiça social há 1 ano a mesma casa aprovou reajuste salarial dos ministros do stf para r40 mil o cinismo da maior parte dos parlamentares brasileiros não tem limite
186,1186699706547822598,este artigo do economista pedro paulo zaluth bastos mostra os argumentos mentirosos do governo e de seus economistas de plantão em defesa da reforma entenda o que está em jogo
187,1186698228835770369,hoje o senado deverá realizar a votação final da reforma da previdência se aprovada vai aprofundar ainda mais as desigualdades no brasil o que foi vendido à sociedade como combate a privilégios na verdade ataca direitos
188,1186670981567451138,parabéns a pela vitória nas eleições presidenciais da bolívia cresce a resposta popular na américa latina no próximo domingo é na argentina
189,1186064016378122246, imaginei que juristas invocassem a constituição e não pesquisas de opinião pública 
190,1186058717051211779,lindo encontro das mulheres semteto do mais de 60 guerreiras para avançar na organização e na luta 👊 mulheresemmovimento 
191,1186032261269000193, opinião  dupla dinâmica dilapida direitos asfixia investimentos públicos e aprofunda o abismo da desigualdade no brasi…
192,1187365684877185024,atenção ministro barroso do stf recebeu nossa adpf contra a negociata da embraer e pediu esclarecimentos do presidente da república e da agu vamos seguir na luta contra essa entrega
193,1187023992336650240,educação educação e educação ideia exemplo e militância“as crianças que melhor aprenderam a ler e escrever no brasil vivem no sertão do sertão do nordeste“ 
194,1186718246923313154,entrevista para a rádio jornal de caruaru 
195,1186610290114342912,e o presidente da república não fez sequer uma visita na região nem tomou providências sérias nem para resolver o problema nem para identificar os responsáveis  
196,1185980847536640001,a inoperância das autoridades do governo federal é um crime 
197,1185582820095340544,sábado de luta convenção estadual do pdt de santa catarina com 
198,1185348860333428736,sexta à noite é hora de debater o brasil em balneário camboriú santa catarina sextou 
199,1185273841347678208,já estou em florianópolis para duas palestras hoje e amanhã para minha grande alegria lideranças do pt psol e pcdob nos procuraram para debater os cenários para o ano que vem e também as lutas que nos unem 
200,1185189290646609921,participo agora da i conferência nacional de educação em porto alegre com 
201,1184976186797150208,parabéns aos senadores que protegeram o brasil desta aberração de nomear um despreparado para a mais complexa missão diplomática conter danos obrigar bolsonaro ao jogo dentro das regras democráticas tarefas que o congresso nacional deve ao nosso povo 
202,1184944687611666432,uma conversa divertida com a dilma 😂obrigado gustavo mendes 
203,1184836467769663488,bom dia já estou deixando o interior de são paulo para ir ao rio grande do sul debateremos educação com e muita gente boa participe 
204,1184648970540335104,mídia internacional noticiando nossa ação no supremo tribunal federal stf contra o crime de entregar a embraer contra essa negociata 
205,1184574163698290688,lamento muito ter notícia da morte de lázaro brandão que por muitos anos presidiu o conselho de administração do bradesco e com quem apesar de muitas opiniões diferentes sempre mantive uma relação de respeito e cordialidade 
206,1184572062523936768,entenda as razões pelas quais a embraer não deve ser entregue para a boeing 
207,1184525541405265920,tatu não sobe em cima de toco 
208,1187339612680790017,o ganhador do prêmio nobel da paz kailash satyarthi acaba de chegar na sede da polícia federal em curitiba para visitar lula é o segundo nobel da paz a visitar o expresidente na prisão lulalivrejáfoto ricardo stuckert 
209,1187203498619920384,leia a íntegra do posicionamento da defesa do expresidente lula sobre a nova manobra dos procuradores da lava jato 
210,1187201326763184129, a lava jato deu para fazer pedidos em favor de não se trata de correção mas sim de tentativa de ofuscar seus…
211,1187071939837341702,“estou tranquilo stf decide hoje se vai cumprir a constituição” lula
212,1187043385208647680,ativista pelos direitos das crianças kailash satyarthi já se encontrou com lula outras vezes quando o expresidente estava em liberdade é o segundo nobel da paz a visitar lula na prisão 
213,1187007262155517957,confira a programação e participe 
214,1186976378035560448,pai da mentira equipelula 
215,1186785544828850176,procuradores de curitiba usaram material digital obtido ilegalmente e sem garantias de que não foram adulterados equipelula lulalivre
216,1186725969933017088,aniversário do lula na vigília lula livre 🎂🚩é neste domingo 27 em comemoração aos 74 anos do nosso presidente confirme presença no evento e convide seus amigos 💫 
217,1186725367471640583, angela davis foi ovacionada quando pediu lula livre no ibirapuera mas para o jornal nacional isso não aconteceu e pr…
218,1186697049737170944,“a falta de confiança no sistema de justiça brasileiro está corroendo o estado de direito e a democracia com repercussões para todos os juízes do mundo” escreveram em carta 
219,1186691900478312449,entrevista do advogado do expresidente lula cristiano zanin martins liberdadeplenaparalula 
220,1186418403424264194,frelulaangela davis é lulalivre agora no auditório ibiraquera em são paulo 
221,1186307098415640576,alertafakenews espalhe a verdade 
222,1186290895429292032, hashtag notempodolula viraliza e internautas relembram o brasil que dava certo 
223,1187373776821985280,nome de rua 
224,1187163676660371456,amo um cara 
225,1187162135203373058,a dona da faixa 
226,1187038303985557507,de todas as alegrias do mundo a maior é virar cartaz de protesto 
227,1186670745600045056, 🚨 atenção 🚨a câmara vota hoje o pl 372319 que libera o porte de armas de fogo por decreto presidencial e ninguém está falan…
228,1186647546782998535,making of  miliciano 
229,1186283503530532864, os protestos no líbano começaram contra um imposto sobre conversas pelo whatsap e se transformaram em um levante contra o…
230,1186012431853727746,opa ótima dica sigam o assunto não conhecia o último aqui 
231,1186011746680672256, te amo
232,1186011689063534592, que bom que voce gostou meu amigo
233,1186011587225759750,o sinistro do meio ambiente fora sales arte de gladson targa 
234,1185922727619772416,making of  te conheço de algum lugar 
235,1185602723879817226,novo ep do gregnews 
