,id,normalize,posicionamento
58,"1,18320157575969E+018","['q', 'belissimo', 'nome', 'amiga']",neutro
59,"1,1812705569661E+018","['existem', 'pessoas', 'q', 'surtam', 'por', 'qualquer', 'coisa', 'e', 'pessoas', 'q', 'chora', 'por', 'tudo', 'qndo', 'fica', 'triste', 'e', 'existe', 'eu', 'q', 'faco', 'os', 'dois']",neutro
60,"1,18318111130176E+018","['algum', 'amg', 'pfv', 'venha', 'na', 'minha', 'casa', 'p', 'invadirmos', 'a', 'festa', 'do', 'meu', 'vizinho']",neutro
61,"1,18316467804803E+018","['eu', 'com', 'qualquer', 'cachorro']",neutro
62,"1,18200039252528E+018","['voce', 'vai', 'para', 'as', 'ruas', 'se', 'manifestar', 'pelo', 'impeachment', 'e', 'depois', 'a', 'fraquejada', 'boicota', 'os', 'votosa', 'reforma', 'desidratada', 'essa', 'pasa', 'para', 'que', 'a', 'esquerda', 'maldita', 'possa', 'no', 'futuro', 'roubar', 'cada', 'centavo', 'economizado', 'blindados', 'pela', 'lei', 'de', 'abuso', 'de', 'autoridade']",direita
63,"1,17577661960629E+018","['nem', 'aqui', 'eu', 'tenho', 'pas']",neutro
64,"1,18200296613338E+018","['continuem', 'usando', 'a', 'caixa2dobolsonaro', 'porque', 'os', 'bolsominions', 'nao', 'estao', 'gostando', 'e', 'eu', 'quero', 'e', 'gastrite', 'atacada']",neutro
65,"1,18267362878315E+018","['que', 'se', 'fodam', 'os', 'dois', 'mas', 'e', 'bom', 'ver', 'o', 'doria', 'se', 'ferrar', 'pelo', 'menos', 'um', 'pouco']",esquerda
66,"1,18242002265799E+018","['to', 'te', 'imaginando', 'parada', 'com', 'as', 'maozinhas', 'na', 'cintura', 'olhando', 'pra', 'essa', 'semana', 'dizendo', 'rapaiz']",neutro
67,"1,18163702827186E+018","['tem', 'partido', 'politico', 'por', 'aqui', 'que', 'se', 'posiciona', 'na', 'cara', 'dura', 'contra', 'leis', 'severas', 'para', 'crimes', 'e', 'corrupcao', 'mas', 'parte', 'da', 'politica']",esquerda
68,"1,18310732485396E+018","['quem', 'tem', 'nao', 'convida', 'nos', 'triste', 'demais', 'isso']",neutro
69,"1,09094122204108E+018","['como', 'influenciar', 'e', 'matar', 'pessoas', '1', 'o', 'que', 'matou', 'em', 'brumadinho', 'foi', 'uma', 'leitura', 'da', 'realidade', 'e', 'zema', 'o', 'imortal', 'coletor', 'de', 'corpos']",neutro
70,"1,18460126317613E+018","['em', 'defesa', 'do', 'brasil', 'contra', 'a', 'entrega', 'da', 'embraer', 'debate', 'com', 'professores', 'alunos', 'metalurgicos', 'na', 'unifesp', 'em', 'sao', 'jose', 'dos', 'campos', 'sp', 'o', 'brasil', 'esta', 'se', 'levantando', 'contra', 'essa', 'negociata', 'saiba', 'mais']",esquerda
71,"1,18675775477982E+018","['manifestacao', 'de', 'pais', 'e', 'alunos', 'das', 'escolas', 'santo', 'agostinho', 'e', 'loyola', 'pela', 'liberdade', 'de', 'expressao', 'de', 'professores', 'na', 'educacao', 'm']",esquerda
72,"1,18306901765073E+018","['vota', 'em', 'racista', 'e', 'vai', 'a', 'pe', 'ate', 'o', 'santuario', 'de', 'nossa', 'senhora', 'aparecida', 'a', 'santa', 'negrahipocrita']",esquerda
73,"1,17209691426493E+018",['o'],neutro
74,"1,18266940506863E+018","['ao', 'contrario', 'do', 'que', 'diz', 'bolsonaro', 'o', 'brasil', 'durante', 'o', 'governo', 'lula', 'foi', 'varias', 'vezes', 'sondado', 'pelo', 'secretariogeral', 'da']",neutro
75,"1,18305581140642E+018","['esses', 'sao', 'uma', 'escoria', 'que', 'nao', 'quer', 'o', 'progresso', 'do', 'brasila', 'lista', 'dos', '10', 'maiores', 'inuteis', 'jornaleiros', 'a', 'servico', 'do']",direita
76,"1,17223423405817E+018",['hahahahahahaha'],neutro
77,"1,17986320562091E+018","['ataques', 'de', 'todos', 'os', 'lados']",neutro
78,"1,11968333027703E+018","['honrando', 'as', 'origens', 'em', 'feira', 'de', 'sao', 'cristovao', 'centro', 'luiz', 'gonzaga', 'de', 'tradicoes', 'nordestinas']",neutro
79,"1,1831820719987E+018","['ops', 'julia', 'k']",neutro
80,"1,18278658352051E+018","['as', 'vezes', 'ha', 'males', 'que', 'vem', 'para', 'o', 'bem', 'o', 'gabriel', 'ja', 'esta', 'com', 'mais', 'de', '32', 'mil', 'seguidores', 'no', 'instagram', 'eu', 'entre', 'eles', 'que', 'sua', 'arte', 'supere', 'essa', 'manifestacao', 'idiota', 'de', 'preconceito']",neutro
81,"1,18245754188166E+018","['hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahjean', 'wylys', 'de', 'direita']",neutro
82,"1,18297693696181E+018","['no', 'futuro', 'o', 'discovery', 'chanel', 'vai', 'apresentar', 'o', 'bolsonaro', 'e', 'a', 'sua', 'corrente', 'do', 'mal', 'vai', 'vendo']",esquerda
83,"1,18678585681791E+018","['ja', 'subiu', 'bateu', 'recorde', '1']",neutro
84,"1,18737585012518E+018","['fora', 'salesricardo', 'sales', 'do', 'novo', 'e', 'ele', 'proprio', 'uma', 'tragedia', 'ambiental', 'o', 'ministro', 'atua', 'conscientemente', 'para', 'beneficiar', 'desmatadores', 'e', 'empresas', 'poluidoras', 'age', 'com', 'negligencia', 'proposital', 'e', 'bota', 'sempre', 'a', 'culpa', 'nos', 'outros', 'assine', 'a', 'peticao']",esquerda
85,"1,1824044334031E+018","['crlh', 'que', 'profundo', 'mane']",neutro
86,"1,18129476521365E+018","['miniserieshbowhentheyseus', 'realifeclown', 'realifescapist']",neutro
87,"1,1711903464554E+018","['e', 'isso', 'que', 'eu', 'sinto', 'por', 'vc', 'klk']",neutro
88,"1,18699068434519E+018","['ontem', 'a', 'camara', 'aprovou', 'por', '329', 'votos', 'a', '86', 'o', 'acordo', 'bolsonarotrump', 'que', 'entrega', 'a', 'base', 'espacial', 'de', 'alcantara', 'ma', 'para', 'os', 'eua', 'e', 'ainda', 'expulsa', 'familias', 'quilombolas', 'toda', 'a', 'bancada', 'do', 'psol', 'votou', 'contra', 'esse', 'entreguismo', 'vergonhoso', 'para', 'nos', 'soberania', 'e', 'dignidade', 'nao', 'se', 'vendem']",esquerda
89,"1,17977881154778E+018","['e', 'tao', 'delirante', 'o', 'pensamento', 'de', 'que', 'o', 'pobre', 'conseguiria', 'pagar', 'um', 'plano', 'de', 'saude', 'se', 'o', 'estado', 'nao', 'interferisse', 'que', 'a', 'melhor', 'coisa', 'a', 'se', 'fazer', 'e', 'abstrair', 'e', 'fingir', 'demencia']",esquerda
90,"1,1831436634609E+018","['essa', 'e', 'para', 'o', 'felipe', 'moura', 'brasil', 'jorna', 'de', 'voces']",neutro
91,"1,15223019305614E+018","['comentario', 'estupido', 'e', 'desnecessario']",neutro
92,"1,17548119253316E+018","['pensei', 'que', 'a', 'gente', 'ja', 'tinha', 'casado']",neutro
93,"1,18314083963315E+018","['voce', 'parece', 'meu', 'priminho', 'de', '7', 'anos']",neutro
94,"1,18238021155755E+018","['niobio', 'cash', 'a', 'criptomoeda', 'do', 'brasil', 'para', 'os', 'brasileiros', 'vamos', 'apoiar', 'e', 'incentivar', 'a', 'ultilizacao', 'de', 'um', 'ativo', 'genuinamente', 'brazuca', 'niobiocash', 'niobio']",direita
95,"1,18665764043428E+018","['segue', 'a', 'pressao', 'para', 'que', 'o', 'governo', 'leite', 'retire', 'o', 'pedido', 'de', 'urgencia', 'da', 'tramitacao', 'do', 'pl', '4312019', 'que', 'altera', '480', 'itens', 'do', 'codigo', 'ambiental', 'gaucho', 'o', 'tj', 'o', 'mp', 'e', 'mais', 'de', '70', 'entidades', 'reivindicam', 'ao', 'governo', 'o', 'mais', 'amplo', 'debate', 'sobre', 'o', 'novo', 'codigo', 'ambiental', 'estamos', 'nesta', 'luta']",neutro
96,"1,18232994603274E+018","['apareci', 'aleatoriamente', 'ali', 'e', 'fiz', 'o', 'gol']",neutro
97,"1,18265997548472E+018","['vale', 'a', 'leiturabrasil', 'na', 'ocde', 'estamos', 'colhendo', 'a', 'humilhacao', 'publica', 'depois', 'de', 'todo', 'festejo', 'diz', 'ricupero']",neutro
98,"1,18302078486595E+018","['de', 'certa', 'forma', 'todo', 'mundo', 'sabia', 'que', 'o', 'caminho', 'era', 'esse', 'existe', 'uma', 'versao', 'um', 'dialeto', 'de', 'direitos', 'humanos', 'que', 'usa', 'a', 'ban']",neutro
99,"1,13754740857182E+018","['estar', 'com', 'a', 'sua', 'familia', 'escutando', 'belchior', 'e', 'tomando', 'um', 'bom', 'vinho', 'no', 'conforto', 'de', 'sua', 'casa', 'a', 'felicidade', 'sao', 'esses', 'moment']",neutro
100,"1,12373703039829E+018",[],neutro
101,"1,18298036285673E+018","['a', 'luta', 'continua', 'companheira', 'bom', 'sabado']",neutro
102,"1,18186085749771E+018","['os', 'protetores', 'de', 'bandidos', 'nao', 'querem', 'que', 'a', 'propaganda', 'do', 'pacote', 'anticrime', 'seja', 'divulgada', 'entao', 'ja', 'sabem', 'a', 'gente', 'divulga']",direita
103,"4,97183814670901E+017","['eu', 'estou', 'ouvindo', 'radio', 'cultura', 'fm', '103no', 'realradio']",neutro
104,"1,18301428141312E+018","['india', 'chega', 'a', 'mais', 'de', '30', 'mil', 'suicidios', 'de', 'agricultores', 'aponta', 'dossie', 'via']",neutro
105,"1,18274585153129E+018","['pegar', 'minhas', 'manias', 'ok', 'agr', 'usar', 'cm', 'outras', 'pessoas', 'ai', 'ja', 'e', 'demais', 'ne']",neutro
106,"1,18247717080082E+018","['serve', '1', 'compra', 'ifod', '6n8hk9ekfd']",neutro
107,"1,18126979959642E+018","['quando', 'seus', 'amigos', 'tiram', 'sarro', 'de', 'sua', 'maior', 'inseguranca', 'mas', 'voce', 'tem', 'q', 'agir', 'como', 'se', 'isso', 'nao', 'o', 'incomodasse']",neutro
108,"1,18301481331791E+018","['nicks', 'e', 'um', 'poste']",neutro
109,"1,18028188074845E+018","['curioso', 'sobre', 'queiroz', 'moro', 'nao', 'fala', 'sobre', 'o', 'ministro', 'do', 'turismo', 'denunciado', 'por', 'corrupcao', 'tambem', 'nao', 'fala', 'menos', 'ainda']",neutro
110,"1,18314384847161E+018","['primeira', 'santa', 'brasileira', 'irma', 'dulce', 'se', 'dedicou', 'a', 'classe', 'trabalhadora']",esquerda
111,"1,17014290433513E+018","['volta', 'pt', 'volta', 'pt', 'volta', 'pt', 'lulalivre', 'lulalivre', 'lulalivre', 'volta', 'pt']",esquerda
112,18553730395,"['thank', 'you', 'spain', 'for', 'geting', 'the', 'world', 'cup', 'for', 'portugal']",neutro
113,"1,16426118377759E+018","['evento', 'de', 'filiacao', 'psl', 'ariquemes', 'rondonia']",direita
114,"1,1820680600454E+018","['lamentavel', 'a', 'decisao', 'do', 'tcu', 'que', 'manteve', 'a', 'suspensao', 'da', 'propaganda', 'do', 'pacote', 'anticrime', 'que', 'coisa', 'mais', 'pequena', 'para', 'o', 'nosso', 'paisa', 'quem', 'interesa', 'nao', 'aprovar', 'o', 'pacote', 'anticrime', 'a', 'sociedade', 'quer', 'espera', 'e', 'merece', 'esa', 'aprovacao']",direita
115,"1,18309880120205E+018","['beijar', 'na', 'boca', 'e', 'bom', 'mas', 'vc', 'ja', 'levou', 'um', 'tiro', 'nem', 'eu', 'vamo', 'se', 'beijar', 'entao']",neutro
116,"1,1816022126462E+018","['como', 'e', 'acordar', 'cedo', 'escrever', 'com', 'entusiasmo', 'depois', 'ler', 'o', 'comentarios', 'e', 'perceber', 'que', 'nao', 'faz', 'um', 'bom', 'trabalh']",neutro
117,"1,1824134186844E+018","['do', 'que', 'adianta', 'ter', '20', 'reais', 'of', 'no', 'uber', 'eats', 'se', 'ele', 'entrega', 'pra', 'cidade', 'todinha', 'menos', 'pro', 'meu', 'bairro']",neutro
118,"1,17960325883642E+018","['seus', 'livros', 'sao', 'interessantes', 'seria', 'melhor', 'que', 'todos', 'fossem', 'em', 'portugues']",neutro
119,"1,1823003659848E+018","['tinha', 'e', 'que', 'estatizar', 'tudo']",esquerda
120,"1,16637159921127E+018","['nesses', 'avioes', 'tem', 'como', 'levar', 'nosso', 'presidente', 'pra', 'israel', 'e', 'deixar', 'ele', 'la', 'pelos', 'proximos', '50', 'anos']",esquerda
121,"1,18310904783227E+018","['feliz', 'dia', 'das', 'criancas']",neutro
122,"1,17219766938683E+018","['dino', 'homenageando', 'bozolino']",neutro
123,"1,1870116261275E+018","['essa', 'modalidade', 'para', 'subsidiar', 'estados', 'e', 'municipios', 'precisa', 'ser', 'aprovada', 'pelo', 'senado', 'federalcom', 'isso', 'consegui', 'articular', 'e', 'colocar', 'a', 'materia', 'em', 'pauta', 'e', 'votar', 'emergencialmente', 'na', 'comissao', 'de', 'assuntos', 'economicos', 'cae', 'do', 'senado', 'logo', 'em', 'seguida', 'foi', 'aprovada', 'tambem', 'no', 'plenario']",neutro
124,"1,1826547342321E+018","['se', 'gritar', 'chegou', 'o', 'papai', 'nautico', 'nao', 'fica', 'um']",neutro
125,"1,1830753396412E+018","['o', 'pingo', 'nos', 'is', 'e', 'blogueiros', 'de', 'cracha', 'o', 'que', 'eu', 'sei', 'via']",neutro
126,"1,1801622536954E+018","['ai', 'sim', 'esse', 'e', 'o', 'meu', 'presidente', 'sempre', 'trabalhando', 'pelo', 'povo']",neutro
127,"1,12050228026723E+018","['the', 'internet', 'is', 'insane']",neutro
128,"1,18268271818805E+018","['as', 'vezes', 'acho', 'que', 'sou', 'surtada', 'pq', 'jesus', 'so', 'faco', 'merda', 'vou', 'tentar', 'resolver', 'o', 'que', 'nao', 'tenho', 'culpa', 'alguma', 'e', 'passo', 'por', 'loucaobrigada']",neutro
129,"1,17194762521564E+018","['fora', 'diretoria', 'iresponsansanvel']",neutro
130,"1,18319013103081E+018","['desodorante', 'de', 'milho']",neutro
131,"1,18319754473574E+018","['eu', 'quero', 'parar', 'de', 'chorar', 'hoje', 'mas', 'a', 'e', 'o', 'nao', 'me', 'ajudam']",neutro
132,"1,18275170542915E+018","['nao', 'aparece', 'quase', 'mas', 'estou', 'la', 'no', 'fundo']",neutro
133,"1,18319773391148E+018","['nando', 'deixou', 'de', 'ser', 'conservador', 'entao', 'pq', 'foi', 'desconvidado', 'de', 'um', 'evento', 'conservador', 'pq', 'critica', 'duramente', 'o', 'governo']",direita
134,"1,15515292749919E+018","['os', 'espiritas', 'nao', 'nao', 'generalize', 'se', 'algum', 'irresponsavel', 'falou', 'essa', 'inverdade', 'nao', 'deve', 'responsabilizar', 'o', 'movimento', 'espirita']",neutro
135,"1,18317723804653E+018","['he', 'hurt', 'me', 'but', 'it', 'felt', 'like', 'true', 'love']",neutro
136,"1,18264200593718E+018","['as', 'nossas', 'praticas', 'politicas', 'precisam', 'refletir', 'o', 'que', 'a', 'gente', 'quer', 'ver', 'transformado', 'no', 'mundo']",neutro
137,"1,18168151857559E+018","['este', 'perfil', 'e', 'team', 'sergio', 'moro', 'eu', 'apoio', 'pacote', 'anticrime']",direita
138,"1,18232498566849E+018","['e', 'de', 'certa', 'forma', 'generalizando', 'ja', 'que', 'a', 'grande', 'maioria', 'fala', 'pela', 'minoria', 'de', 'seus', 'grupos', 'religiosos', 'e', 'no', 'mesmo', 'pensamento', 'os', 'cristaos', 'elegeram', 'o', 'bolsonaro', 'e', 'crivela', 'em', 'nome', 'de', 'da', 'religiao', 'condenaram', 'um', 'pais', 'tao', 'rico', 'em', 'diversidade', 'entao', 'sim', 'generalizando']",esquerda
139,"1,15478502732402E+018","['tem', 'gente', 'que', 'prega', 'o', 'tempo', 'todo', 'odio', 'contra', 'os', 'muculmanos', 'tb', 'em', 'suas', 'colunas', 'e', 'palestras', 'alem', 'de', 'ignorar']",esquerda
140,"1,18244697615734E+018","['a', 'renda', 'rural', 'em', 'queda', 'a', 'industria', 'em', 'queda', 'livre', 'o', 'comercio', 'quebrando', 'o', 'desemprego', 'recorde', 'a', 'maior', 'informalidade', 'da', 'historia', 'a', 'pior', 'decada', 'em', 'materia', 'de', 'crescimento', 'economico', 'dos', 'ultimos', '120', 'anos']",neutro
141,"1,18205331822028E+018","['ospingosnois', 'isso', 'ai', 'apoio', '10']",neutro
142,"1,18239134260288E+018","['richard', 'trumka', 'presidente', 'da', 'maior', 'central', 'sindical', 'norteamericana', 'a', 'aflcio', 'e', 'pepe', 'alvarez', 'secretariogeral', 'da', 'maior', 'central', 'espanhola', 'a', 'ugt', 'chegam', 'a', 'sede', 'da', 'policia', 'federal', 'em', 'curitiba', 'para', 'entregar', 'o', 'premio', 'george', 'meanylane', 'kirkland', 'de', 'direitos', 'humanos', 'a', 'lula']",neutro
143,"1,17866099649744E+018","['mas', 'arbitro', 'nao', 'tem', 'que', 'falar', 'com', 'ninguem']",neutro
144,"1,15395827399076E+018","['isso', 'ai', 'ta', 'longe', 'se', 'ser', 'no', 'meio', 'dos', 'paraibas', 'vou', 'te', 'dar', 'um', 'exemplo', 'mais', 'claro']",neutro
145,"1,18275195683567E+018","['lei', '492', 'jovens', 'de', 'hoje', 'em', 'dia', 'sexo', 'bebidas', 'drogas', 'curticao', 'eu', 'atualmente', 'quero', 'trabalhar', 'mora']",neutro
146,"1,18319949287677E+018","['facilmente', 'o', 'melhor', 'episodio', 'dessa', 'temporada']",neutro
147,"1,12787765920628E+018","['parabens', 'superar', 'barreiras', 'nao', 'importa', 'em', 'quais', 'condicoes', 'sociais', 'e', 'o', 'que', 'nos', 'fortalece', 'cada', 'caso', 'e', 'um', 'caso', 'e', 'uma', 'historia', 'mas', 'o', 'sofrimento', 'e', 'a', 'vitoria', 'sao', 'os', 'mesmos']",neutro
